Age,Race,Sex,Charge,Bond,Duration_Jail
29,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
29,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
57,White,M,HOLD FOR OTHER DEPT,0.0,-1
27,Black,M,HOLD FOR OTHER DEPT,0.0,-1
27,Black,M,HOLD FOR OTHER DEPT,0.0,-1
27,Black,M,HOLD FOR OTHER DEPT,0.0,-1
55,White,M,HOLD FOR OTHER DEPT,0.0,-1
41,White,M,HOLD FOR OTHER DEPT,0.0,-1
40,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,Black,M,PUBLIC INTOXICATION,0.0,-1
23,Black,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,PUBLIC INTOXICATION,0.0,-1
35,White,M,HOLD FOR OTHER DEPT,0.0,-1
48,White,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,250000.0,-1
26,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
26,White,M,UNLAWFUL DISCHARGE FIREARM FROM VEHICLE,0.0,-1
26,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
31,White,F,ACT 309 TRUSTY,0.0,-1
22,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,2500.0,-1
39,Black,M,HOLD FOR OTHER DEPT,75000.0,-1
28,White,F,ACT 309 TRUSTY,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
21,Black,M,HOLD FOR OTHER DEPT,0.0,-1
46,White,M,HOLD FOR OTHER DEPT,0.0,-1
62,White,M,HOLD FOR OTHER DEPT,0.0,-1
62,White,M,HOLD FOR OTHER DEPT,0.0,-1
50,White,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,White,F,ACT 309 TRUSTY,0.0,-1
36,Hispanic,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,25000.0,-1
45,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
53,White,F,DWI,2310.0,-1
53,White,F,VIOL IMPLIED CONSENT,0.0,-1
24,White,M,HOLD FOR OTHER DEPT,0.0,-1
19,White,M,HOLD FOR OTHER DEPT,0.0,-1
19,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,PUBLIC INTOXICATION,200.0,-1
28,White,F,PUBLIC INTOXICATION,735.0,-1
51,White,F,PUBLIC INTOXICATION,785.0,-1
40,White,M,HOLD FOR OTHER DEPT,0.0,-1
24,White,F,PUBLIC INTOXICATION,200.0,-1
35,White,M,DWI,1015.0,-1
19,Black,M,DWI,1425.0,-1
19,Black,M,VIOL IMPLIED CONSENT,0.0,-1
19,Asian,F,PUBLIC INTOXICATION,365.0,-1
42,White,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,M,DWI,1495.0,-1
35,White,M,VIOL IMPLIED CONSENT,0.0,-1
60,White,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,DWI-DRUGS,0.0,-1
26,White,M,VIOL IMPLIED CONSENT,0.0,-1
23,None,None,PUBLIC INTOXICATION,465.0,-1
32,White,F,HOLD FOR OTHER DEPT,0.0,-1
32,White,F,HOLD FOR OTHER DEPT,0.0,-1
24,White,M,CRIMINAL USE OF PROHIBITED WEAPON,0.0,-1
58,White,M,PUBLIC INTOXICATION,1000.0,-1
22,White,M,HOLD FOR OTHER DEPT,0.0,-1
20,White,F,PUBLIC INTOXICATION,365.0,-1
28,White,F,PUBLIC INTOXICATION,0.0,-1
26,White,M,PUBLIC INTOXICATION,0.0,-1
26,Indian,M,DWI,2000.0,-1
26,Indian,M,VIOL IMPLIED CONSENT,0.0,-1
19,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,White,M,HOLD FOR OTHER DEPT,0.0,-1
28,White,M,DWI,1651.5,-1
28,White,M,VIOL IMPLIED CONSENT,0.0,-1
26,p,M,HOLD FOR OTHER DEPT,0.0,-1
55,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
31,Black,F,HOLD FOR OTHER DEPT,0.0,-1
39,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,M,ACCOMPLICE,1500.0,-1
23,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,M,DWI,0.0,-1
35,White,M,VIOL IMPLIED CONSENT,0.0,-1
31,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT(3   Counts),1000.0,-1
52,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
52,White,M,CRIMINAL USE OF PROHIBITED WEAPON,0.0,-1
52,White,M,HOLD FOR OTHER DEPT,0.0,-1
37,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
41,White,M,HOLD FOR OTHER DEPT,0.0,-1
39,White,M,DWI,1275.0,-1
39,White,M,DRIVING ON RESTRICTED DL,0.0,-1
52,White,M,HOLD FOR OTHER DEPT,0.0,-1
36,White,F,ACT 309 TRUSTY,0.0,-1
35,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,2500.0,-1
31,Black,M,HOLD FOR OTHER DEPT,0.0,-1
37,White,M,HOLD FOR OTHER DEPT,0.0,-1
18,White,F,HOLD FOR OTHER DEPT,0.0,-1
29,Black,F,HOLD FOR OTHER DEPT,0.0,-1
29,Black,F,HOLD FOR OTHER DEPT,0.0,-1
29,Black,F,HOLD FOR OTHER DEPT,0.0,-1
24,White,M,CRIMINAL USE OF PROHIBITED WEAPON,0.0,-1
24,Hispanic,M,PUBLIC INTOXICATION,0.0,-1
58,White,M,PUBLIC INTOXICATION,0.0,-1
52,White,M,ACT 309 TRUSTY,0.0,-1
43,White,M,DWI,935.0,-1
47,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
47,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,PUBLIC INTOXICATION,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
37,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,250000.0,-1
28,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
62,White,M,HOLD FOR OTHER DEPT,0.0,126
62,White,M,HOLD FOR OTHER DEPT,0.0,126
22,White,M,HOLD FOR OTHER DEPT,0.0,-1
36,Hispanic,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,25000.0,-1
25,Black,F,HOLD FOR OTHER DEPT,0.0,-1
25,White,F,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
45,White,F,HOLD FOR OTHER DEPT,0.0,-1
39,White,M,HOLD FOR OTHER DEPT,0.0,-1
47,White,F,ACT 309 TRUSTY,0.0,-1
44,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
20,Black,M,HOLD FOR OTHER DEPT,0.0,-1
40,White,M,HOLD FOR OTHER DEPT,0.0,-1
51,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,5000.0,-1
26,p,M,HOLD FOR OTHER DEPT,0.0,-1
26,p,M,HOLD FOR OTHER DEPT,0.0,-1
26,p,M,HOLD FOR OTHER DEPT,0.0,-1
27,Hispanic,F,ACT 309 TRUSTY,0.0,-1
25,Black,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
25,White,M,HOLD FOR OTHER DEPT,0.0,-1
44,White,M,HOLD FOR OTHER DEPT,1500.0,-1
44,White,M,HOLD FOR OTHER DEPT,0.0,-1
44,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
24,White,M,HOLD FOR OTHER DEPT,0.0,-1
42,White,M,HOLD FOR OTHER DEPT,0.0,-1
53,White,M,HOLD FOR OTHER DEPT,0.0,-1
31,White,M,HOLD FOR OTHER DEPT,0.0,-1
60,White,M,ACT 309 TRUSTY,0.0,-1
40,Black,M,ACT 309 TRUSTY,0.0,-1
30,Black,M,HOLD FOR OTHER DEPT,0.0,-1
34,Black,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
34,Black,M,CARRYING CERTAIN PROHIBITED WEAPONS,0.0,-1
34,Black,M,HOLD FOR OTHER DEPT,0.0,-1
34,Black,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,5000.0,-1
27,Hispanic,M,ACT 309 TRUSTY,0.0,-1
59,Black,M,HOLD FOR OTHER DEPT,0.0,-1
59,Black,M,HOLD FOR OTHER DEPT,0.0,-1
59,Black,M,HOLD FOR OTHER DEPT,0.0,-1
59,Black,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,Black,F,ACT 309 TRUSTY,0.0,-1
46,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,White,M,HOLD FOR OTHER DEPT,530.0,-1
46,White,F,HOLD FOR OTHER DEPT,0.0,-1
46,White,F,HOLD FOR OTHER DEPT,0.0,-1
49,White,M,PUBLIC INTOXICATION,0.0,-1
26,None,M,HOLD FOR OTHER DEPT,0.0,-1
60,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
60,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
31,Black,F,HOLD FOR OTHER DEPT,0.0,-1
39,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,M,DWI,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
39,White,F,HOLD FOR OTHER DEPT,0.0,-1
25,White,M,EXPIRED DRIVERS LIC,0.0,-1
25,White,M,HOLD FOR OTHER DEPT,0.0,-1
45,White,F,HOLD FOR OTHER DEPT,0.0,-1
31,White,M,HOLD FOR OTHER DEPT,0.0,-1
30,White,F,ACT 309 TRUSTY,0.0,-1
28,White,F,HOLD FOR OTHER DEPT,0.0,-1
28,White,F,HOLD FOR OTHER DEPT,0.0,-1
31,Black,M,HOLD FOR OTHER DEPT,0.0,-1
27,Black,M,HOLD FOR OTHER DEPT,0.0,-1
37,White,F,HOLD FOR OTHER DEPT,0.0,-1
37,White,F,HOLD FOR OTHER DEPT,0.0,-1
20,White,M,DWI,0.0,-1
37,White,F,ACT 309 TRUSTY,0.0,-1
33,White,F,HOLD FOR OTHER DEPT,0.0,-1
44,White,M,HOLD FOR OTHER DEPT,0.0,-1
44,White,M,HOLD FOR OTHER DEPT,0.0,-1
48,White,M,HOLD FOR OTHER DEPT,0.0,-1
48,White,M,HOLD FOR OTHER DEPT,0.0,-1
22,White,M,PUBLIC INTOXICATION,0.0,-1
27,Black,M,ACT 309 TRUSTY,0.0,-1
49,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
32,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,CRIMINAL USE OF PROHIBITED WEAPON,0.0,-1
23,White,M,HOLD FOR OTHER DEPT,50000.0,-1
53,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
39,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,1500.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
31,White,M,PUBLIC INTOXICATION,0.0,-1
42,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
42,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,M,ACCOMPLICE,1500.0,-1
23,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,Asian,M,ACT 309 TRUSTY,0.0,-1
37,Black,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
50,White,M,HOLD FOR OTHER DEPT,0.0,-1
37,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
59,White,M,HOLD FOR OTHER DEPT,0.0,-1
40,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,Black,M,HOLD FOR OTHER DEPT,0.0,-1
30,White,M,HOLD FOR OTHER DEPT,0.0,-1
30,White,M,HOLD FOR OTHER DEPT,0.0,-1
46,White,F,HOLD FOR OTHER DEPT,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
37,Black,M,DWI-DRUGS,2000.0,-1
37,Black,M,VIOL IMPLIED CONSENT,0.0,-1
29,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,Hispanic,M,DWI,1605.0,-1
32,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
39,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
24,White,F,ACT 309 TRUSTY,0.0,-1
36,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
36,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
36,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
36,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
31,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
24,White,M,HOLD FOR OTHER DEPT,0.0,-1
29,White,M,HOLD FOR OTHER DEPT,2500.0,-1
29,White,M,HOLD FOR OTHER DEPT,0.0,-1
44,White,M,OTHER FELONY CHARGE,0.0,-1
42,White,M,CRIMINAL USE OF PROHIBITED WEAPON,0.0,-1
42,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
29,White,M,HOLD FOR OTHER DEPT,0.0,-1
51,Black,M,ACT 309 TRUSTY,0.0,-1
36,White,M,HOLD FOR OTHER DEPT,0.0,-1
46,White,M,HOLD FOR OTHER DEPT,0.0,-1
22,White,M,HOLD FOR OTHER DEPT,10000.0,-1
60,White,M,HOLD FOR OTHER DEPT,10000.0,-1
60,White,M,HOLD FOR OTHER DEPT,0.0,-1
56,White,M,DWI,1190.0,-1
56,White,M,HOLD FOR OTHER DEPT,0.0,-1
26,Black,M,HOLD FOR OTHER DEPT,0.0,-1
30,White,F,ACCOMPLICE,0.0,-1
20,White,F,HOLD FOR OTHER DEPT,2190.0,-1
54,Indian,F,ACT 309 TRUSTY,0.0,-1
28,White,F,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
28,White,F,HOLD FOR OTHER DEPT,0.0,-1
38,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
38,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
38,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
47,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,Black,F,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,White,M,HOLD FOR OTHER DEPT,0.0,-1
28,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
29,White,F,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
27,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
32,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,White,M,HOLD FOR OTHER DEPT,0.0,-1
37,Black,M,HOLD FOR OTHER DEPT,0.0,-1
29,Black,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
21,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
39,White,F,ACT 309 TRUSTY,0.0,-1
39,White,F,HOLD FOR OTHER DEPT,0.0,-1
37,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
37,White,F,HOLD FOR OTHER DEPT,0.0,-1
60,White,M,HOLD FOR OTHER DEPT,0.0,-1
60,White,M,HOLD FOR OTHER DEPT,0.0,-1
60,White,M,HOLD FOR OTHER DEPT,0.0,-1
44,White,M,HOLD FOR OTHER DEPT,0.0,-1
40,White,F,CARRYING CERTAIN PROHIBITED WEAPONS,0.0,-1
41,White,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,DWI-DRUGS,0.0,-1
26,White,M,VIOL IMPLIED CONSENT,0.0,-1
36,White,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,F,HOLD FOR OTHER DEPT,0.0,-1
35,White,F,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,ACT 309 TRUSTY,0.0,-1
49,White,F,HOLD FOR OTHER DEPT,540.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
41,White,F,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,Black,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,F,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS(4   Counts),5000.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
41,Black,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,PUBLIC INTOXICATION,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,M,HOLD FOR OTHER DEPT,0.0,-1
55,White,M,HOLD FOR OTHER DEPT,0.0,-1
42,White,M,PUBLIC INTOXICATION,0.0,-1
42,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
23,White,F,HOLD FOR OTHER DEPT,0.0,-1
51,White,M,HOLD FOR OTHER DEPT,0.0,-1
24,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
24,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
24,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
24,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
44,Black,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
45,White,F,ACT 309 TRUSTY,0.0,-1
31,White,M,HOLD FOR OTHER DEPT,0.0,-1
28,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,Black,F,HOLD FOR OTHER DEPT,0.0,-1
33,Black,F,HOLD FOR OTHER DEPT,0.0,-1
56,p,M,DWI,5500.0,-1
22,White,M,HOLD FOR OTHER DEPT,0.0,-1
22,White,M,HOLD FOR OTHER DEPT,0.0,-1
52,White,M,HOLD FOR OTHER DEPT,0.0,-1
36,Black,M,HOLD FOR OTHER DEPT,0.0,-1
36,White,F,ACT 309 TRUSTY,0.0,-1
26,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
26,White,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,HOLD FOR OTHER DEPT,0.0,-1
55,White,M,ACT 309 TRUSTY,0.0,-1
26,White,M,HOLD FOR OTHER DEPT,0.0,-1
26,White,M,HOLD FOR OTHER DEPT,0.0,-1
18,None,M,HOLD FOR OTHER DEPT,0.0,-1
22,White,F,HOLD FOR OTHER DEPT,0.0,-1
22,White,F,HOLD FOR OTHER DEPT,0.0,-1
25,White,F,ACT 309 TRUSTY,0.0,-1
36,White,M,ACT 309 TRUSTY,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
41,None,M,VIOL IMPLIED CONSENT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
29,Black,M,HOLD FOR OTHER DEPT,0.0,-1
45,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
41,White,M,HOLD FOR OTHER DEPT,540.0,-1
50,White,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS(2   Counts),0.0,-1
35,White,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,M,HOLD FOR OTHER DEPT,0.0,-1
28,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
28,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
33,White,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,F,ACT 309 TRUSTY,0.0,-1
19,Black,M,DWI-DRUGS,0.0,-1
19,White,M,HOLD FOR OTHER DEPT,0.0,-1
19,White,M,HOLD FOR OTHER DEPT,50000.0,-1
28,White,M,ACT 309 TRUSTY,0.0,-1
46,White,M,HOLD FOR OTHER DEPT,0.0,-1
40,Black,M,HOLD FOR OTHER DEPT,0.0,-1
35,Black,M,PUBLIC INTOXICATION,0.0,-1
29,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
18,Hispanic,M,VIOL IMPLIED CONSENT,0.0,-1
18,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
35,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,2500.0,-1
38,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,p,M,HOLD FOR OTHER DEPT,0.0,-1
31,Black,M,HOLD FOR OTHER DEPT,0.0,-1
32,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
19,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
20,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
51,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,Hispanic,M,DWI,0.0,-1
25,Hispanic,M,VIOL IMPLIED CONSENT,0.0,-1
41,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
41,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
42,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
43,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
22,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
43,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
33,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
29,Black,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,0.0,-1
46,White,M,HOLD FOR OTHER DEPT,0.0,-1
46,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
46,White,M,HOLD FOR OTHER DEPT,0.0,-1
29,White,F,HOLD FOR OTHER DEPT,0.0,-1
29,White,F,HOLD FOR OTHER DEPT,0.0,-1
33,Black,M,HOLD FOR OTHER DEPT,0.0,-1
36,White,F,ACT 309 TRUSTY,0.0,-1
37,White,M,HOLD FOR OTHER DEPT,0.0,-1
37,White,M,HOLD FOR OTHER DEPT,0.0,-1
37,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,F,HOLD FOR OTHER DEPT,0.0,-1
38,White,F,HOLD FOR OTHER DEPT,0.0,-1
32,White,M,HOLD FOR OTHER DEPT,0.0,-1
20,White,M,HOLD FOR OTHER DEPT,0.0,-1
32,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
32,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
41,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
18,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
20,Asian,F,HOLD FOR OTHER DEPT,0.0,-1
24,White,M,HOLD FOR OTHER DEPT,0.0,-1
29,White,M,HOLD FOR OTHER DEPT,0.0,-1
44,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
44,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
25,Black,M,HOLD FOR OTHER DEPT,0.0,-1
46,White,M,ACT 309 TRUSTY,0.0,-1
47,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
29,White,M,HOLD FOR OTHER DEPT,0.0,-1
23,Black,M,HOLD FOR OTHER DEPT,0.0,-1
23,Black,M,HOLD FOR OTHER DEPT,0.0,-1
23,Black,M,HOLD FOR OTHER DEPT,0.0,-1
34,White,F,HOLD FOR OTHER DEPT,0.0,-1
32,White,F,CARRYING CERTAIN PROHIBITED WEAPONS,0.0,-1
38,White,M,PUBLIC INTOXICATION,440.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
21,White,M,HOLD FOR OTHER DEPT,75000.0,-1
27,White,M,HOLD FOR OTHER DEPT,0.0,-1
25,White,F,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
29,Hispanic,M,HOLD FOR OTHER DEPT,1040.0,-1
29,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
21,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
21,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
20,White,M,HOLD FOR OTHER DEPT,0.0,-1
20,White,M,HOLD FOR OTHER DEPT,0.0,-1
45,White,F,ACT 309 TRUSTY,0.0,-1
38,Black,M,HOLD FOR OTHER DEPT,0.0,-1
26,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
26,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
33,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
33,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
33,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
54,Black,M,ACT 309 TRUSTY,0.0,-1
29,White,M,HOLD FOR OTHER DEPT,0.0,-1
35,Black,M,ACT 309 TRUSTY,0.0,-1
43,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
47,White,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,3500.0,-1
31,White,F,ACT 309 TRUSTY,0.0,-1
35,Asian,M,ACT 309 TRUSTY,0.0,-1
34,White,F,ACT 309 TRUSTY,0.0,-1
43,White,F,PUBLIC INTOXICATION,0.0,-1
25,White,M,HOLD FOR OTHER DEPT,2500.0,-1
25,White,M,HOLD FOR OTHER DEPT,0.0,-1
33,Hispanic,F,HOLD FOR OTHER DEPT,0.0,-1
24,White,M,CRIMINAL USE OF PROHIBITED WEAPON,0.0,-1
22,White,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,ACT 309 TRUSTY,0.0,-1
45,None,F,HOLD FOR OTHER DEPT,0.0,-1
45,None,F,HOLD FOR OTHER DEPT,0.0,-1
26,Hispanic,M,POSSESSION OF FIREARM BY CERTAIN PERSONS,0.0,-1
26,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
26,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
32,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
35,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
35,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
38,White,M,HOLD FOR OTHER DEPT,0.0,-1
42,Hispanic,M,HOLD FOR OTHER DEPT,0.0,-1
30,Black,M,HOLD FOR OTHER DEPT,0.0,-1
